0,1,departure,destination,distance,weighted_distance,log
"('16335', '91730')",1,16335,91730,4154060.22234,4154060.22234,inf
"('65802', '65807')",1,65802,65807,3328.00536406,3328.00536406,inf
"('76201', '76209')",2,76201,76209,4024.234478,2012.117239,5806.74312479
"('44240', '95817')",1,44240,95817,4460750.66213,4460750.66213,inf
"('30058', '30093')",1,30058,30093,7852.86856472,7852.86856472,inf
"('81321', '91204')",1,81321,91204,1068245.57205,1068245.57205,inf
"('32824', '32837')",21,32824,32837,10684.9011277,508.804815605,3510.5491481
"('39630', '90058')",1,39630,90058,3043617.12979,3043617.12979,inf
"('62448', '75035')",1,62448,75035,956680.681755,956680.681755,inf
"('46220', '60545')",1,46220,60545,270141.699945,270141.699945,inf
"('77707', '95060')",1,77707,95060,3111916.81373,3111916.81373,inf
"('96002', '96028')",1,96002,96028,97332.4373435,97332.4373435,inf
"('76227', '77043')",1,76227,77043,161792.578202,161792.578202,inf
"('27030', '93033')",1,27030,93033,4280168.91031,4280168.91031,inf
"('37931', '84651')",1,37931,84651,3066105.22293,3066105.22293,inf
"('37129', '80301')",1,37129,80301,2085048.50328,2085048.50328,inf
"('11413', '19072')",1,11413,19072,168467.602408,168467.602408,inf
"('43085', '73739')",1,43085,73739,1681593.88117,1681593.88117,inf
"('63141', '63146')",1,63141,63146,1831.94994119,1831.94994119,inf
"('85737', '95648')",1,85737,95648,1194235.93157,1194235.93157,inf
"('49440', '49441')",1,49440,49441,3206.88113491,3206.88113491,inf
"('21204', '21286')",1,21204,21286,6571.79729117,6571.79729117,inf
"('45365', '95110')",1,45365,95110,4196876.44399,4196876.44399,inf
"('84405', '98203')",1,84405,98203,1190415.14457,1190415.14457,inf
"('22193', '32765')",1,22193,32765,473210.389249,473210.389249,inf
"('11357', '91744')",1,11357,91744,4898240.74642,4898240.74642,inf
"('74343', '85258')",1,74343,85258,1899690.59184,1899690.59184,inf
"('74401', '74436')",1,74401,74436,25507.5545346,25507.5545346,inf
"('80134', '80138')",1,80134,80138,12012.8600194,12012.8600194,inf
"('85323', '85706')",1,85323,85706,163475.680672,163475.680672,inf
"('27406', '83814')",1,27406,83814,4081427.95846,4081427.95846,inf
"('29545', '29569')",1,29545,29569,6713.51743687,6713.51743687,inf
"('55806', '55810')",1,55806,55810,15766.9594584,15766.9594584,inf
"('33134', '90058')",1,33134,90058,4210831.48573,4210831.48573,inf
"('97128', '97501')",1,97128,97501,183786.397615,183786.397615,inf
"('91744', '95650')",1,91744,95650,444786.252246,444786.252246,inf
"('11561', '91010')",1,11561,91010,4919367.39144,4919367.39144,inf
"('47150', '90006')",1,47150,90006,3606781.39616,3606781.39616,inf
"('23455', '27601')",1,23455,27601,277899.28588,277899.28588,inf
"('24484', '90301')",1,24484,90301,4286903.00416,4286903.00416,inf
"('35209', '77045')",1,35209,77045,958152.803198,958152.803198,inf
"('75081', '75082')",1,75081,75082,5217.19904845,5217.19904845,inf
"('10468', '77503')",1,10468,77503,2355605.3621,2355605.3621,inf
"('28025', '34698')",1,28025,34698,277646.742632,277646.742632,inf
"('25301', '77503')",1,25301,77503,1500247.25396,1500247.25396,inf
"('43026', '43228')",1,43026,43228,7714.01425606,7714.01425606,inf
"('12084', '40958')",1,12084,40958,1084486.92685,1084486.92685,inf
"('34117', '98230')",1,34117,98230,4510176.60908,4510176.60908,inf
"('92025', '92040')",1,92025,92040,23108.2851647,23108.2851647,inf
"('10001', '27260')",1,10001,27260,676303.575857,676303.575857,inf
"('84044', '90301')",1,84044,90301,758822.638161,758822.638161,inf
"('89113', '89148')",2,89113,89148,3838.98794088,1919.49397044,5539.48886433
"('78228', '95125')",1,78228,95125,2604886.17611,2604886.17611,inf
"('75247', '80238')",1,75247,80238,899746.426973,899746.426973,inf
"('37040', '37043')",2,37040,37043,10864.7888483,5432.39442416,15675.5769918
"('91355', '91406')",1,91355,91406,21458.3179323,21458.3179323,inf
"('92708', '94590')",1,92708,94590,536752.775494,536752.775494,inf
"('86314', '86315')",1,86314,86315,5170.22082066,5170.22082066,inf
"('66427', '66544')",1,66427,66544,17659.8186131,17659.8186131,inf
"('33015', '90058')",1,33015,90058,4205931.82791,4205931.82791,inf
"('43085', '94536')",1,43085,94536,4332390.57043,4332390.57043,inf
"('19720', '19801')",1,19720,19801,7428.13804439,7428.13804439,inf
"('60085', '91006')",1,60085,91006,3351256.99429,3351256.99429,inf
"('30286', '97735')",1,30286,97735,4060097.20417,4060097.20417,inf
"('30518', '30523')",1,30518,30523,53231.7453986,53231.7453986,inf
"('90048', '91301')",1,90048,91301,42985.9290468,42985.9290468,inf
"('76028', '85258')",2,76028,85258,1622454.34895,811227.174473,2340707.84329
"('79339', '85258')",1,79339,85258,1062914.71729,1062914.71729,inf
"('21076', '91744')",1,21076,91744,4579285.66136,4579285.66136,inf
"('79912', '91708')",1,79912,91708,1237762.16679,1237762.16679,inf
"('92083', '92084')",1,92083,92084,5193.2481806,5193.2481806,inf
"('33428', '92701')",1,33428,92701,4179648.64628,4179648.64628,inf
"('20785', '23063')",1,20785,23063,128349.662597,128349.662597,inf
"('19406', '96913')",1,19406,96913,15333651.4856,15333651.4856,inf
"('30117', '30354')",3,30117,30354,82904.6366073,27634.8788691,75464.0523092
"('80920', '91730')",1,80920,91730,1436318.51136,1436318.51136,inf
"('75961', '75965')",1,75961,75965,13845.4939115,13845.4939115,inf
"('90023', '90058')",1,90023,90058,2133.49816335,2133.49816335,inf
"('35022', '44906')",1,35022,44906,493886.687198,493886.687198,inf
"('75212', '94107')",1,75212,94107,2841372.96159,2841372.96159,inf
"('37923', '37932')",1,37923,37932,13257.9483959,13257.9483959,inf
"('20785', '20877')",1,20785,20877,34926.4176099,34926.4176099,inf
"('95926', '95973')",3,95926,95973,8567.41180206,2855.80393402,7799.3942929
"('33705', '89431')",1,33705,89431,4111752.00628,4111752.00628,inf
"('85258', '91913')",1,85258,91913,567625.221591,567625.221591,inf
"('40517', '90301')",1,40517,90301,3764799.1939,3764799.1939,inf
"('39111', '73012')",1,39111,73012,875657.429796,875657.429796,inf
"('33328', '92056')",1,33328,92056,4110329.5125,4110329.5125,inf
"('43081', '93465')",1,43081,93465,4206554.01051,4206554.01051,inf
"('55428', '55429')",1,55428,55429,4477.26544146,4477.26544146,inf
"('20877', '46176')",1,20877,46176,954327.868466,954327.868466,inf
"('33705', '91945')",1,33705,91945,3821582.09496,3821582.09496,inf
"('28551', '92708')",1,28551,92708,4466343.38858,4466343.38858,inf
"('53511', '90045')",1,53511,90045,3259470.40457,3259470.40457,inf
"('33020', '48374')",1,33020,48374,452322.532479,452322.532479,inf
"('78227', '78242')",1,78227,78242,2749.70139697,2749.70139697,inf
"('30354', '33705')",1,30354,33705,207413.82118,207413.82118,inf
"('23005', '55775')",1,23005,55775,1740687.92363,1740687.92363,inf
"('28114', '91780')",1,28114,91780,4037352.7145,4037352.7145,inf
"('72204', '72210')",1,72204,72210,16691.7020442,16691.7020442,inf
"('11704', '37825')",1,11704,37825,1152638.81581,1152638.81581,inf
"('78628', '85258')",1,78628,85258,1571651.26256,1571651.26256,inf
"('87505', '91744')",1,87505,91744,1342432.4706,1342432.4706,inf
"('91710', '91744')",1,91710,91744,28030.7609029,28030.7609029,inf
"('66801', '93033')",1,66801,93033,2549799.57465,2549799.57465,inf
"('32114', '32837')",1,32114,32837,44689.3412872,44689.3412872,inf
"('11746', '92630')",1,11746,92630,4919029.19923,4919029.19923,inf
"('17044', '80465')",1,17044,80465,3070124.45914,3070124.45914,inf
"('83869', '91789')",1,83869,91789,720433.034861,720433.034861,inf
"('21043', '90301')",1,21043,90301,4616492.03017,4616492.03017,inf
"('65806', '90028')",1,65806,90028,2783563.29151,2783563.29151,inf
"('32837', '33025')",1,32837,33025,134411.760819,134411.760819,inf
"('55906', '76051')",1,55906,76051,526173.444071,526173.444071,inf
"('54501', '54521')",1,54501,54521,6441.13278519,6441.13278519,inf
"('77092', '91505')",1,77092,91505,2545441.0483,2545441.0483,inf
"('95240', '95242')",2,95240,95242,26706.4197245,13353.2098623,38530.2192965
"('77073', '77090')",1,77073,77090,4323.9754024,4323.9754024,inf
"('67449', '85043')",1,67449,85043,1706199.25916,1706199.25916,inf
"('27215', '76528')",1,27215,76528,2029259.6852,2029259.6852,inf
"('61704', '80903')",1,61704,80903,1764676.82476,1764676.82476,inf
"('60538', '76051')",1,60538,76051,969338.766555,969338.766555,inf
"('77013', '77029')",1,77013,77029,2503.05721659,2503.05721659,inf
"('75061', '85086')",1,75061,85086,1685109.19068,1685109.19068,inf
"('30324', '30354')",1,30324,30354,3622.93265456,3622.93265456,inf
"('80203', '80218')",1,80203,80218,1331.78242261,1331.78242261,inf
"('85050', '91732')",1,85050,91732,669339.764162,669339.764162,inf
"('30253', '98020')",1,30253,98020,4229119.23368,4229119.23368,inf
"('63368', '73012')",1,63368,73012,763375.333194,763375.333194,inf
"('27530', '90301')",1,27530,90301,4480427.14901,4480427.14901,inf
"('85027', '91406')",1,85027,91406,711865.638919,711865.638919,inf
"('77801', '77808')",2,77801,77808,5928.92175542,2964.46087771,8554.62601436
"('33705', '38317')",1,33705,38317,627613.377144,627613.377144,inf
"('18015', '18016')",1,18015,18016,3129.52369861,3129.52369861,inf
"('46074', '85258')",1,46074,85258,2858179.48146,2858179.48146,inf
"('43229', '84101')",1,43229,84101,3215923.41414,3215923.41414,inf
"('32405', '34275')",1,32405,34275,362408.065478,362408.065478,inf
"('91744', '92509')",1,91744,92509,55001.3431283,55001.3431283,inf
"('14225', '91744')",1,14225,91744,4346204.78736,4346204.78736,inf
"('19446', '80125')",1,19446,80125,3307799.32182,3307799.32182,inf
"('33040', '34689')",1,33040,34689,110433.604891,110433.604891,inf
"('51031', '62080')",1,51031,62080,787304.497268,787304.497268,inf
"('11229', '92624')",1,11229,92624,4851627.09145,4851627.09145,inf
"('20176', '20785')",1,20176,20785,73920.3251479,73920.3251479,inf
"('77099', '84109')",1,77099,84109,1807512.51462,1807512.51462,inf
"('30062', '92704')",1,30062,92704,3717925.48696,3717925.48696,inf
"('60436', '85281')",1,60436,85281,2645061.17454,2645061.17454,inf
"('32819', '33605')",1,32819,33605,106731.073818,106731.073818,inf
"('55119', '98203')",1,55119,98203,3250029.59363,3250029.59363,inf
"('79101', '84501')",1,79101,84501,1000160.36405,1000160.36405,inf
"('94546', '94552')",2,94546,94552,6466.37097452,3233.18548726,9330.00133749
"('11753', '11791')",1,11753,11791,3969.12016144,3969.12016144,inf
"('55431', '55438')",1,55431,55438,8173.72174174,8173.72174174,inf
"('98229', '98362')",1,98229,98362,115462.459301,115462.459301,inf
"('59801', '91730')",1,59801,91730,731501.861988,731501.861988,inf
"('78746', '97402')",1,78746,97402,2858234.48696,2858234.48696,inf
"('78559', '90301')",1,78559,90301,2293434.43571,2293434.43571,inf
"('90048', '91360')",1,90048,91360,57138.380618,57138.380618,inf
"('33071', '33126')",1,33071,33126,9521.8456526,9521.8456526,inf
"('30117', '72801')",1,30117,72801,890404.394676,890404.394676,inf
"('31044', '31204')",2,31044,31204,32334.9766355,16167.4883178,46650.5104393
"('89130', '89166')",2,89130,89166,31690.4109859,15845.2054929,45720.5987731
"('12801', '12803')",1,12801,12803,1889.70987477,1889.70987477,inf
"('27537', '92805')",1,27537,92805,4392169.01669,4392169.01669,inf
"('21620', '99206')",1,21620,99206,4564903.71976,4564903.71976,inf
"('91352', '92253')",1,91352,92253,234542.180646,234542.180646,inf
"('53821', '61951')",1,53821,61951,274201.854493,274201.854493,inf
"('63126', '63128')",1,63126,63128,858.155795965,858.155795965,inf
"('60660', '70601')",1,60660,70601,614223.509112,614223.509112,inf
"('41048', '98366')",1,41048,98366,4205440.0262,4205440.0262,inf
"('90061', '94509')",1,90061,94509,453948.728923,453948.728923,inf
"('92010', '95376')",1,92010,95376,524942.774612,524942.774612,inf
"('90280', '95661')",1,90280,95661,430254.161326,430254.161326,inf
"('11207', '73013')",1,11207,73013,2620871.15278,2620871.15278,inf
"('10940', '90638')",1,10940,90638,4830268.2103,4830268.2103,inf
"('32958', '98038')",1,32958,98038,4561787.9274,4561787.9274,inf
"('90402', '90403')",2,90402,90403,1343.56418243,671.782091215,1939.35338311
"('35405', '35476')",1,35405,35476,5845.44911321,5845.44911321,inf
"('26651', '77707')",1,26651,77707,1473737.0535,1473737.0535,inf
"('14105', '94513')",1,14105,94513,4797755.49744,4797755.49744,inf
"('56301', '93030')",1,56301,93030,2782749.60353,2782749.60353,inf
"('80304', '91335')",1,80304,91335,1491401.04503,1491401.04503,inf
"('53203', '53226')",2,53203,53226,13955.0281439,6977.51407197,20133.8498987
"('75006', '75234')",2,75006,75234,923.535689154,461.767844577,1333.38035883
"('60171', '60616')",1,60171,60616,23836.1268844,23836.1268844,inf
"('20110', '20112')",2,20110,20112,6454.99813527,3227.49906763,9313.5937987
"('62221', '62223')",1,62221,62223,17137.6953304,17137.6953304,inf
"('48616', '48655')",1,48616,48655,5273.62522525,5273.62522525,inf
"('14305', '94401')",1,14305,94401,4809609.59946,4809609.59946,inf
"('28078', '30093')",1,28078,30093,369030.703501,369030.703501,inf
"('10988', '92069')",1,10988,92069,4726512.48744,4726512.48744,inf
"('17402', '78676')",1,17402,78676,2380403.04423,2380403.04423,inf
"('34653', '91745')",1,34653,91745,3920045.33303,3920045.33303,inf
"('33990', '34741')",1,33990,34741,63572.6542927,63572.6542927,inf
"('41048', '49440')",1,41048,49440,175696.586751,175696.586751,inf
"('95567', '97301')",1,95567,97301,220716.522869,220716.522869,inf
"('33705', '99026')",1,33705,99026,3849672.00738,3849672.00738,inf
"('76051', '76133')",1,76051,76133,34459.0982463,34459.0982463,inf
"('98146', '98168')",1,98146,98168,6467.0004756,6467.0004756,inf
"('18923', '28163')",1,18923,28163,596122.296049,596122.296049,inf
"('61418', '61462')",1,61418,61462,24241.8369946,24241.8369946,inf
"('15068', '16046')",1,15068,16046,33269.5216578,33269.5216578,inf
"('56009', '85258')",1,56009,85258,2047585.15053,2047585.15053,inf
"('24426', '24435')",1,24426,24435,87085.7556476,87085.7556476,inf
"('32837', '34744')",1,32837,34744,11168.7293429,11168.7293429,inf
"('11363', '27260')",1,11363,27260,704011.890305,704011.890305,inf
"('23229', '23294')",1,23229,23294,3675.28044062,3675.28044062,inf
"('31088', '90301')",1,31088,90301,3859220.31051,3859220.31051,inf
"('45431', '75220')",1,45431,75220,1419823.24857,1419823.24857,inf
"('83616', '89142')",1,83616,89142,397501.318781,397501.318781,inf
"('29715', '78230')",1,29715,78230,1957953.03057,1957953.03057,inf
"('44632', '77546')",1,44632,77546,1536046.63833,1536046.63833,inf
"('27540', '55317')",1,27540,55317,1626062.5028,1626062.5028,inf
"('12553', '78237')",1,12553,78237,2709992.64906,2709992.64906,inf
"('27596', '90605')",1,27596,90605,4401522.71195,4401522.71195,inf
"('89118', '94704')",1,89118,94704,788998.165335,788998.165335,inf
"('55327', '85258')",1,55327,85258,2057559.91202,2057559.91202,inf
"('11357', '91405')",1,11357,91405,4955425.85791,4955425.85791,inf
"('19801', '90059')",1,19801,90059,4743305.64385,4743305.64385,inf
"('22193', '84119')",1,22193,84119,3846133.3216,3846133.3216,inf
"('43085', '80020')",1,43085,80020,2453056.12338,2453056.12338,inf
"('98282', '98292')",1,98282,98292,20649.4158805,20649.4158805,inf
"('40391', '93033')",1,40391,93033,3888678.85272,3888678.85272,inf
"('24435', '91352')",1,24435,91352,4341908.71001,4341908.71001,inf
"('77067', '93033')",1,77067,93033,2635185.58452,2635185.58452,inf
"('60616', '94587')",1,60616,94587,3823826.61379,3823826.61379,inf
"('48871', '70810')",1,48871,70810,711165.834498,711165.834498,inf
"('97401', '97520')",1,97401,97520,126681.306632,126681.306632,inf
"('11226', '90058')",1,11226,90058,4913444.91508,4913444.91508,inf
"('43081', '64482')",1,43081,64482,1407246.53245,1407246.53245,inf
"('33351', '85034')",1,33351,85034,3523089.97453,3523089.97453,inf
"('20659', '77477')",1,20659,77477,2089249.12499,2089249.12499,inf
"('50014', '63021')",1,50014,63021,350256.985064,350256.985064,inf
"('60654', '84128')",1,60654,84128,2714161.06035,2714161.06035,inf
"('69101', '85258')",1,69101,85258,1253782.28325,1253782.28325,inf
"('38570', '75057')",1,38570,75057,1294691.68114,1294691.68114,inf
"('93012', '99301')",1,93012,99301,655288.877756,655288.877756,inf
"('77064', '77070')",1,77064,77070,4188.36852099,4188.36852099,inf
"('93033', '94587')",1,93033,94587,376012.708267,376012.708267,inf
"('28574', '73025')",1,28574,73025,2222474.4676,2222474.4676,inf
"('37760', '83440')",1,37760,83440,3148884.68025,3148884.68025,inf
"('60164', '70448')",1,60164,70448,237731.083128,237731.083128,inf
"('84124', '97408')",1,84124,97408,1262437.931,1262437.931,inf
"('35758', '80538')",1,35758,80538,2033837.13239,2033837.13239,inf
"('91356', '92543')",1,91356,92543,177938.650948,177938.650948,inf
"('46158', '91910')",1,46158,91910,3409318.95201,3409318.95201,inf
"('95757', '95758')",2,95757,95758,5037.02942432,2518.51471216,7267.89737128
"('15357', '85258')",1,15357,85258,3543997.17545,3543997.17545,inf
"('75007', '75010')",1,75007,75010,2540.28139545,2540.28139545,inf
"('98055', '99202')",1,98055,99202,536368.544623,536368.544623,inf
"('32179', '89120')",1,32179,89120,3686532.8805,3686532.8805,inf
"('60045', '77429')",1,60045,77429,863675.332214,863675.332214,inf
"('98203', '98273')",3,98203,98273,31596.9795356,10532.3265119,28761.8102162
"('59848', '84119')",1,59848,84119,433361.81549,433361.81549,inf
"('55117', '87501')",1,55117,87501,1424987.25361,1424987.25361,inf
"('46601', '98155')",1,46601,98155,4006204.0122,4006204.0122,inf
"('32435', '33705')",1,32435,33705,388883.010107,388883.010107,inf
"('75495', '85043')",1,75495,85043,1740218.06783,1740218.06783,inf
"('30252', '30354')",1,30252,30354,36724.5966302,36724.5966302,inf
"('36064', '37330')",1,36064,37330,23281.4501115,23281.4501115,inf
"('91744', '93901')",1,91744,93901,434451.373185,434451.373185,inf
"('52248', '52359')",1,52248,52359,14217.9032054,14217.9032054,inf
"('11702', '11704')",1,11702,11704,10884.1777989,10884.1777989,inf
"('32256', '40026')",1,32256,40026,462081.047482,462081.047482,inf
"('97208', '98671')",1,97208,98671,49251.7309521,49251.7309521,inf
"('78040', '78041')",1,78040,78041,4498.61767053,4498.61767053,inf
